service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12025141,0,0,0,0,0,0,0,20160820,20161231
12025140,0,0,0,0,0,0,0,20160807,20160828
2025137,0,0,0,0,0,0,0,20160901,20161222
2025136,0,0,0,0,0,0,0,20160816,20161229
2025138,0,0,0,0,0,0,0,20160903,20161224
2025140,0,0,0,0,0,0,0,20160806,20160827
2025141,0,0,0,0,0,0,0,20160819,20161230
2025142,0,0,0,0,0,0,0,20161007,20161216
2025143,0,0,0,0,0,0,0,20160805,20160812
2025145,0,0,0,0,0,0,0,20160902,20161223
12025142,0,0,0,0,0,0,0,20161008,20161217
12025143,0,0,0,0,0,0,0,20160806,20160813
11539813,0,0,0,0,0,0,0,20170101,20170101
12025145,0,0,0,0,0,0,0,20160903,20161224
1539813,0,0,0,0,0,0,0,20161231,20161231
2025135,0,0,0,0,0,0,0,20160802,20160811
12025133,0,0,0,0,0,0,0,20160808,20160829
12025134,0,0,0,0,0,0,0,20161004,20161216
2025134,0,0,0,0,0,0,0,20161003,20161215
2025133,0,0,0,0,0,0,0,20160807,20160828
12025131,0,0,0,0,0,0,0,20160905,20161226
2025132,0,0,0,0,0,0,0,20161111,20161111
12025132,0,0,0,0,0,0,0,20161112,20161112
2025131,0,0,0,0,0,0,0,20160904,20161225
12025137,0,0,0,0,0,0,0,20160902,20161223
12025138,0,0,0,0,0,0,0,20160904,20161225
12025135,0,0,0,0,0,0,0,20160803,20160812
12025136,0,0,0,0,0,0,0,20160817,20161230
