service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2025158,0,0,0,0,0,0,0,20160829,20161229
2025146,0,0,0,0,0,0,0,20161111,20161111
12025146,0,0,0,0,0,0,0,20161112,20161112
12025147,0,0,0,0,0,0,0,20161003,20161226
12025148,0,0,0,0,0,0,0,20160808,20160926
12025149,0,0,0,0,0,0,0,20161004,20161216
12025152,0,0,0,0,0,0,0,20161002,20170101
12025151,0,0,0,0,0,0,0,20160803,20160826
12025150,0,0,0,0,0,0,0,20160902,20161223
2025149,0,0,0,0,0,0,0,20161003,20161215
2025148,0,0,0,0,0,0,0,20160807,20160925
2025147,0,0,0,0,0,0,0,20161002,20161225
2025152,0,0,0,0,0,0,0,20161001,20161231
2025153,0,0,0,0,0,0,0,20160806,20160924
2025150,0,0,0,0,0,0,0,20160901,20161222
2025151,0,0,0,0,0,0,0,20160802,20160825
2025156,0,0,0,0,0,0,0,20161031,20161230
2025157,0,0,0,0,0,0,0,20160805,20160826
2025154,0,0,0,0,0,0,0,20161007,20161216
2025155,0,0,0,0,0,0,0,20160902,20161223
12025157,0,0,0,0,0,0,0,20160806,20160827
12025158,0,0,0,0,0,0,0,20160830,20161230
12025155,0,0,0,0,0,0,0,20160903,20161224
12025156,0,0,0,0,0,0,0,20161101,20161231
12025153,0,0,0,0,0,0,0,20160807,20160925
12025154,0,0,0,0,0,0,0,20161008,20161217
