service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2025608,0,0,0,0,0,0,0,20161007,20161216
12025608,0,0,0,0,0,0,0,20161008,20161217
2025606,0,0,0,0,0,0,0,20160805,20161230
12025605,0,0,0,0,0,0,0,20160807,20161225
12025606,0,0,0,0,0,0,0,20160806,20161231
12025603,0,0,0,0,0,0,0,20160830,20160930
12169477,0,0,0,0,0,0,0,20160903,20161001
12025601,0,0,0,0,0,0,0,20160803,20161230
12025602,0,0,0,0,0,0,0,20161004,20161216
2025600,0,0,0,0,0,0,0,20160807,20161225
2025601,0,0,0,0,0,0,0,20160802,20161229
12025600,0,0,0,0,0,0,0,20160808,20161226
2169477,0,0,0,0,0,0,0,20160902,20160930
1539815,0,0,0,0,0,0,0,20161231,20161231
2025605,0,0,0,0,0,0,0,20160806,20161224
2025602,0,0,0,0,0,0,0,20161003,20161215
2025603,0,0,0,0,0,0,0,20160829,20160929
11539815,0,0,0,0,0,0,0,20170101,20170101
